 ,Label,Area,%Area,MinThr,MaxThr
1,3A_CASP_4.jpg:1379-0902,4.461,99.993,0,157
2,3A_CASP_4.jpg:1673-0839,4.420,99.978,0,157
3,3A_CASP_4.jpg:1895-0869,5.418,100.000,0,157
