 ,Label,Area,%Area,MinThr,MaxThr
1,3B_CASP_1.jpg:0969-0809,2.628,99.988,0,175
2,3B_CASP_1.jpg:1176-0829,4.509,100.000,0,175
3,3B_CASP_1.jpg:1342-0842,5.508,99.738,0,175
4,3B_CASP_1.jpg:1563-0865,4.844,99.689,0,175
5,3B_CASP_1.jpg:1840-0772,3.988,100.000,0,175
