 ,Label,Area,%Area,MinThr,MaxThr
1,6D_CASP_1.jpg:4126-2790,3.885,99.965,0,156
2,6D_CASP_1.jpg:4939-2666,3.502,99.967,0,156
3,6D_CASP_1.jpg:5636-2542,3.956,99.951,0,156
