 ,Label,Area,%Area,MinThr,MaxThr
1,2B_CASP_3.jpg:3862-2334,3.354,99.850,0,166
2,2B_CASP_3.jpg:4490-2318,3.074,99.987,0,166
3,2B_CASP_3.jpg:5037-2433,2.985,99.968,0,166
