 ,Label,Area,%Area,MinThr,MaxThr
1,5C_CASP_3.jpg:4295-3323,3.010,99.999,0,144
2,5C_CASP_3.jpg:4466-2812,2.456,99.999,0,144
3,5C_CASP_3.jpg:4912-2226,1.363,100.000,0,144
