 ,Label,Area,%Area,MinThr,MaxThr
1,4C_CASP_4.jpg:3937-2839,3.203,99.730,0,179
2,4C_CASP_4.jpg:4512-2751,2.750,99.665,0,179
3,4C_CASP_4.jpg:5207-2818,3.311,99.404,0,179
