 ,Label,Area,%Area,MinThr,MaxThr
1,4A_CASP_2.jpg:1470-0907,3.532,99.973,0,173
2,4A_CASP_2.jpg:1717-0874,3.858,99.778,0,173
3,4A_CASP_2.jpg:1923-0902,4.126,99.524,0,173
