 ,Label,Area,%Area,MinThr,MaxThr
1,4B_CASP_1.jpg:1295-0887,3.109,100.000,0,167
2,4B_CASP_1.jpg:1535-0852,3.356,99.981,0,167
3,4B_CASP_1.jpg:1820-0848,2.969,99.968,0,167
