 ,Label,Area,%Area,MinThr,MaxThr
1,6B_CASP_1.jpg:1440-1080,3.571,100,0,151
2,6B_CASP_1.jpg:1544-0754,4.771,100,0,151
3,6B_CASP_1.jpg:1478-0435,2.598,100,0,151
