 ,Label,Area,%Area,MinThr,MaxThr
1,3B_CASP_2.jpg:0964-0786,4.534,100,0,165
2,3B_CASP_2.jpg:1175-0798,2.590,100,0,165
3,3B_CASP_2.jpg:1386-0824,3.788,100,0,165
4,3B_CASP_2.jpg:1614-0848,3.030,100,0,165
5,3B_CASP_2.jpg:1896-0820,3.812,100,0,165
