 ,Label,Area,%Area,MinThr,MaxThr
1,3C_CASP_1.jpg:4521-2205,4.717,99.959,0,150
2,3C_CASP_1.jpg:4928-1555,2.598,99.996,0,150
3,3C_CASP_1.jpg:5321-1990,4.624,99.973,0,150
