 ,Label,Area,%Area,MinThr,MaxThr
1,1D_CASP_1.jpg:3782-2643,4.276,99.989,0,186
2,1D_CASP_1.jpg:3545-1868,4.005,99.951,0,186
3,1D_CASP_1.jpg:3785-1199,4.285,100.000,0,186
