 ,Label,Area,%Area,MinThr,MaxThr
1,6C_CASP_4.jpg:4041-2860,2.862,99.998,0,147
2,6C_CASP_4.jpg:4380-2252,2.963,99.987,0,147
3,6C_CASP_4.jpg:4323-1176,2.705,99.996,0,147
