 ,Label,Area,%Area,MinThr,MaxThr
1,5A_CASP_1.jpg:3853-2164,4.348,99.990,0,181
2,5A_CASP_1.jpg:4213-1687,5.789,99.989,0,181
3,5A_CASP_1.jpg:4248-1288,4.141,100.000,0,181
