 ,Label,Area,%Area,MinThr,MaxThr
1,2C_CASP_2.jpg:3533-2630,4.550,99.993,0,156
2,2C_CASP_2.jpg:4502-2752,2.422,99.985,0,156
3,2C_CASP_2.jpg:5103-2480,4.955,99.650,0,156
