 ,Label,Area,%Area,MinThr,MaxThr
1,1D_CASP_4.jpg:4470-2752,4.162,99.985,0,157
2,1D_CASP_4.jpg:4460-2170,3.968,99.996,0,157
3,1D_CASP_4.jpg:4499-1374,4.054,99.996,0,157
