 ,Label,Area,%Area,MinThr,MaxThr
1,2A_CASP_3.jpg:4197-3135,3.247,99.999,0,157
2,2A_CASP_3.jpg:4357-1909,3.557,99.970,0,157
3,2A_CASP_3.jpg:4307-1292,3.744,99.998,0,157
