 ,Label,Area,%Area,MinThr,MaxThr
1,2D_CASP_2-1.jpg:3116-2522,8.838,99.981,0,146
2,2D_CASP_2-1.jpg:3083-1954,8.892,99.980,0,146
3,2D_CASP_2-1.jpg:2876-1448,5.438,99.997,0,146
