 ,Label,Area,%Area,MinThr,MaxThr
1,3D_CASP_2.jpg:3813-2446,6.165,99.997,0,167
2,3D_CASP_2.jpg:4313-1518,3.178,99.920,0,167
3,3D_CASP_2.jpg:4871-2181,6.019,99.986,0,167
