 ,Label,Area,%Area,MinThr,MaxThr
1,1A_CASP_2.jpg:3419-2559,4.920,99.974,0,170
2,1A_CASP_2.jpg:3775-2301,5.679,99.994,0,170
3,1A_CASP_2.jpg:4494-2287,8.263,99.984,0,170
