 ,Label,Area,%Area,MinThr,MaxThr
1,2D_CASP_3.jpg:3487-2791,13.354,99.998,0,163
2,2D_CASP_3.jpg:3029-2201,8.641,100.000,0,163
3,2D_CASP_3.jpg:3129-1826,8.618,99.997,0,163
