 ,Label,Area,%Area,MinThr,MaxThr
1,2D_CASP_1.jpg:3087-3153,13.279,99.924,0,168
2,2D_CASP_1.jpg:3077-2291,6.654,99.999,0,168
3,2D_CASP_1.jpg:3105-1539,8.833,99.995,0,168
