 ,Label,Area,%Area,MinThr,MaxThr
1,2A_CASP_1.jpg:3982-2584,2.798,99.956,0,148
2,2A_CASP_1.jpg:3989-1888,3.904,99.993,0,148
3,2A_CASP_1.jpg:4031-1367,4.980,99.997,0,148
