 ,Label,Area,%Area,MinThr,MaxThr
1,4C_CASP_1.jpg:3807-2508,4.047,99.994,0,169
2,4C_CASP_1.jpg:4948-2616,5.716,99.986,0,169
3,4C_CASP_1.jpg:5586-2383,4.361,99.982,0,169
