 ,Label,Area,%Area,MinThr,MaxThr
1,5D_CASP_2.jpg:4444-2654,3.568,100,0,168
2,5D_CASP_2.jpg:4259-1955,3.862,100,0,168
3,5D_CASP_2.jpg:4042-1200,3.477,100,0,168
