 ,Label,Area,%Area,MinThr,MaxThr
1,2C_CASP_1.jpg:2502-2117,5.135,99.739,0,159
2,2C_CASP_1.jpg:3244-2261,4.731,99.922,0,159
3,2C_CASP_1.jpg:4093-2278,3.883,99.841,0,159
