 ,Label,Area,%Area,MinThr,MaxThr
1,6A_CASP_1.jpg:0859-0606,3.184,100,0,178
2,6A_CASP_1.jpg:1089-0664,3.999,100,0,178
3,6A_CASP_1.jpg:1335-0655,1.995,100,0,178
4,6A_CASP_1.jpg:1516-0552,2.258,100,0,178
5,6A_CASP_1.jpg:1721-0543,2.303,100,0,178
