 ,Label,Area,%Area,MinThr,MaxThr
1,4A_CASP_4.jpg:1409-0818,3.607,99.948,0,163
2,4A_CASP_4.jpg:1727-0852,3.386,99.972,0,163
3,4A_CASP_4.jpg:1983-0793,3.950,100.000,0,163
