 ,Label,Area,%Area,MinThr,MaxThr
1,4B_CASP_3.jpg:1265-0702,4.945,99.946,0,171
2,4B_CASP_3.jpg:1405-0768,4.938,99.939,0,171
3,4B_CASP_3.jpg:1602-0811,4.870,99.499,0,171
