 ,Label,Area,%Area,MinThr,MaxThr
1,2C_CASP_4.jpg:3639-2121,3.123,99.974,0,184
2,2C_CASP_4.jpg:4473-1847,2.713,100.000,0,184
3,2C_CASP_4.jpg:5330-1905,2.715,99.870,0,184
