 ,Label,Area,%Area,MinThr,MaxThr
1,1A_CASP_4.jpg:3311-2325,5.503,99.942,0,174
2,1A_CASP_4.jpg:3816-2621,6.242,99.999,0,174
3,1A_CASP_4.jpg:4369-2597,5.775,99.650,0,174
