 ,Label,Area,%Area,MinThr,MaxThr
1,2B_CASP_2.jpg:4165-2573,2.652,99.963,0,168
2,2B_CASP_2.jpg:4914-2136,2.194,99.883,0,168
3,2B_CASP_2.jpg:5506-2211,4.633,99.935,0,168
