 ,Label,Area,%Area,MinThr,MaxThr
1,6C_CASP_2.jpg:4477-2783,6.008,99.996,0,138
2,6C_CASP_2.jpg:4463-2099,4.149,99.967,0,138
3,6C_CASP_2.jpg:4327-1373,4.899,99.996,0,138
