 ,Label,Area,%Area,MinThr,MaxThr
1,3B_CASP_4.jpg:1073-0856,2.612,100.000,0,182
2,3B_CASP_4.jpg:1355-0865,3.023,100.000,0,182
3,3B_CASP_4.jpg:1543-0938,4.344,99.971,0,182
4,3B_CASP_4.jpg:1770-0855,3.709,99.975,0,182
5,3B_CASP_4.jpg:1995-0916,5.340,99.994,0,182
