 ,Label,Area,%Area,MinThr,MaxThr
1,5C_CASP_2.jpg:4498-2085,3.617,99.931,0,153
2,5C_CASP_2.jpg:5030-1706,3.067,99.978,0,153
3,5C_CASP_2.jpg:5410-2316,4.153,99.967,0,153
