 ,Label,Area,%Area,MinThr,MaxThr
1,5D_CASP_4.jpg:4236-3163,4.765,100.000,0,178
2,5D_CASP_4.jpg:4342-2487,3.260,100.000,0,178
3,5D_CASP_4.jpg:4361-1443,4.766,99.990,0,178
