 ,Label,Area,%Area,MinThr,MaxThr
1,5B_CASP_3.jpg:2357-2558,2.858,99.766,0,147
2,5B_CASP_3.jpg:2794-2664,3.067,99.700,0,147
3,5B_CASP_3.jpg:3287-2857,2.884,99.821,0,147
