 ,Label,Area,%Area,MinThr,MaxThr
1,5D_CASP_3.jpg:4526-2678,5.546,99.998,0,157
2,5D_CASP_3.jpg:4208-1943,3.929,99.995,0,157
3,5D_CASP_3.jpg:4327-1155,3.887,100.000,0,157
