 ,Label,Area,%Area,MinThr,MaxThr
1,2A_CASP_4.jpg:4821-2799,3.665,99.996,0,173
2,2A_CASP_4.jpg:4478-1788,3.384,99.986,0,173
3,2A_CASP_4.jpg:4428-1193,4.078,99.997,0,173
