 ,Label,Area,%Area,MinThr,MaxThr
1,4C_CASP_2.jpg:3952-2393,5.105,99.850,0,175
2,4C_CASP_2.jpg:4877-2440,4.697,99.919,0,175
3,4C_CASP_2.jpg:5696-2384,4.187,99.990,0,175
