 ,Label,Area,%Area,MinThr,MaxThr
1,4B_CASP_4.jpg:1228-0896,5.696,99.971,0,171
2,4B_CASP_4.jpg:1485-0797,4.118,99.976,0,171
3,4B_CASP_4.jpg:1922-0822,4.746,99.717,0,171
