 ,Label,Area,%Area,MinThr,MaxThr
1,1A_CASP_3.jpg:3688-2861,7.172,99.997,0,145
2,1A_CASP_3.jpg:3383-2123,5.864,99.988,0,145
3,1A_CASP_3.jpg:3864-1897,5.548,99.997,0,145
